PaymentID,OrderID,CreditCardType,CreditCard,Shipping
1389951,9980408,jcb,3588344484493321,Air
1244546,50268061,visa-electron,4508447828827958,Truck
8521090,636293355,jcb,3584765022579524,Truck
7124358,52125805,diners-club-enroute,201690963150490,Air
3022215,40259,visa-electron,4917858454438248,Truck
3036553,49738178,jcb,3554684356939624,Truck
1035657,548680113,diners-club-enroute,201762730230408,Air
1234315,2680710,diners-club-us-ca,5511306297790646,Truck
9686415,67046231,mastercard,5002355137129099,Truck
9002386,930132,visa,4041595597117839,Air
7122324,10631093,jcb,3541874256009695,Truck
9186713,27505002,maestro,63043013192990380,Truck
6346141,369871208,jcb,3528742704940026,Air
8906144,3951207,jcb,3536750334089114,Truck
7673250,42346200,jcb,3545985002061669,Truck
8914340,50458178,switch,4911453881397553560,Truck
9860519,575200781,laser,6706531147396459,Air
6372776,526540004,jcb,3571336411214951,Truck
8363441,24208732,bankcard,5602233317419578,Truck
7544242,75862021,jcb,3535099698527611,Air
9377203,5910885,jcb,3535323264429311,Air
6800823,682581972,jcb,3573136199270599,Truck
2108856,50563200,mastercard,5002355184236938,Truck
4734392,11489074,jcb,3543496276704929,Truck
3898810,649421176,diners-club-enroute,201808246345485,Air
9510331,551542364,jcb,3534212383238193,Truck
5500346,63736918,americanexpress,374622965450504,Truck
3052990,1730842,diners-club-carte-blanche,30338741647273,Air
9303487,52125827,jcb,3559843349050031,Air
1682881,13537148,instapayment,6385532771473836,Air
2418113,30142246,visa-electron,4026685575375100,Truck
8723910,10578004,jcb,3540949688580801,Air
8271307,43063354,jcb,3572280201932290,Truck
3816908,50988177,jcb,3561376306941799,Truck
7038411,68428035,diners-club-us-ca,5546377957203922,Truck
4478412,651132428,americanexpress,346817860601194,Air
8299985,61314237,jcb,3529883272954749,Truck
7841234,33261810,jcb,3537782009625442,Truck
8668627,687451035,jcb,3567138328030793,Air
4695512,579556044,jcb,3541597895809403,Air
6417882,1439681,jcb,3587619702142698,Air
3919326,1130459,bankcard,5610282006723378,Truck
3091935,437420195,jcb,3536560900595091,Truck
8170977,67234014,visa-electron,4026860658663736,Air
8213987,64205006,jcb,3577493661443022,Air
8265188,687889777,americanexpress,374622156867698,Truck
4222437,13537171,china-unionpay,56022366297853765,Truck
6307306,55312994,jcb,3528273973362684,Truck
1185259,51367016,jcb,3583774858352833,Truck
8601070,551544959,jcb,3576438733759526,Air
7939567,6032109,diners-club-enroute,201566321833870,Truck
9383412,51815216,maestro,6761768988047551105,Truck
3534329,30142770,visa,4041378791131,Truck
1627641,2681069,laser,67060569710842691,Truck
1504762,49884397,mastercard,5423852352056883,Air
1924606,35356125,jcb,3548521665303747,Truck
3685887,16590016,jcb,3551288755093463,Air
6458882,551548273,bankcard,5602244270896421,Air
7745029,51079375,mastercard,5100143278914516,Truck
7505415,575200955,jcb,3537756173251615,Truck
7335433,49781100,americanexpress,374622844509462,Truck
7187979,536451020,mastercard,5007667638740520,Air
2833931,6150828,jcb,3588861929307360,Air
3657229,521641105,jcb,3561299658690584,Truck
3972620,49999192,jcb,3544434651571968,Truck
9299471,124880200,jcb,3539074586838244,Truck
7257616,50988179,bankcard,5602258023129211,Truck
7935507,549730617,jcb,3532009352208906,Truck
6675989,551545128,jcb,3559957187950696,Air
7194134,65862148,bankcard,5610719351763350,Truck
8740377,37000410,switch,4905742313588654034,Truck
9322010,1130166,jcb,3543906773034281,Air
1957415,13537254,jcb,3546581136075482,Air
9737768,59779324,mastercard,5048379970176021,Truck
8295979,673450782,maestro,5893336595403533,Truck
3368495,5970001,jcb,3544204979115289,Air
6690352,780592,jcb,3555979994243572,Air
6161970,49967715,laser,677131837292073956,Truck
1363507,579550815,maestro,6049171182632090,Air
3716661,538080712,jcb,3566004942828411,Air
1863222,51621038,maestro,5020142849042464190,Air
7030335,66336135,jcb,3558036840904233,Truck
2199106,43269835,switch,675998770102427268,Truck
9451076,56062288,maestro,6763112108702305676,Truck
1920587,52642006,jcb,3582081225460880,Air
4750932,4980015,jcb,3581474425166194,Air
4183641,59547310,mastercard,5579455561805454,Truck
1685084,1790013,visa,4041375527243124,Truck
8578655,57237095,bankcard,5602213957162571,Truck
1177185,692980,americanexpress,374283766808273,Air
8083047,37808604,switch,4936491332595099668,Truck
7988841,1850055,china-unionpay,56022338313927188,Air
2633322,67457198,jcb,3530980561928611,Air
6622825,538080748,jcb,3564270015025563,Air
9066093,636293868,jcb,3555196822993258,Air
1402478,55758005,instapayment,6376859695439028,Truck
3468911,369873172,jcb,3548023649537870,Truck
8648301,47335924,diners-club-us-ca,5494911108410457,Air
9049716,5913221,maestro,50388468175066618,Air
7167605,49349796,china-unionpay,56022523794212032,Truck
4859762,41250299,jcb,3559832329216332,Truck
7532149,21695065,maestro,5038834261141538863,Air
9709177,42411041,americanexpress,374288139652274,Truck
1619580,1730699,jcb,3549372057477890,Truck
5199486,43419024,diners-club-enroute,201878556668750,Air
7804543,42808300,americanexpress,377068879276766,Truck
2078335,508450046,jcb,3576770297298891,Air
4593281,1680309,jcb,3569270597588967,Truck
1461898,60078,switch,490324753837157813,Air
8646285,10056060,jcb,3571475929447263,Truck
8877711,60429145,switch,4903500674411547175,Air
6657684,52125862,jcb,3586677737059213,Truck
6680216,41190656,solo,6334213024386123,Air
4527768,43063025,jcb,3562354854769382,Truck
3171999,3630563,instapayment,6374509079853110,Truck
2815648,521641120,jcb,3539813015562374,Truck
9408162,36800539,mastercard,5201016692354097,Truck
8025762,369873033,jcb,3538784571685621,Truck
7003810,48102012,jcb,3588762562850585,Truck
2746024,44924116,solo,676731128367792944,Truck
4802220,369872236,americanexpress,342414777857079,Air
3305133,3630637,jcb,3563601073027649,Air
8435376,2450036,maestro,6761396758248718,Air
6489782,51439006,diners-club-us-ca,5535085144932682,Truck
1846968,60760687,diners-club-enroute,201473566967184,Air
6665921,369871044,jcb,3528533924590968,Air
5879490,10738303,laser,6709719442586948651,Truck
6467270,49349548,mastercard,5267160311973878,Air
3245767,63255011,jcb,3579720857640682,Truck
4609734,53489176,laser,670630902431694301,Truck
4701897,66336393,jcb,3541112420893672,Air
2975434,551549420,switch,5641828608901573416,Air
4423371,369872115,jcb,3572986272834229,Truck
3071693,68308020,diners-club-enroute,201823396892160,Truck
8515279,37205725,bankcard,5602255857949276,Air
6600400,68001252,jcb,3537080202151690,Air
2424530,50322005,maestro,5020099760321890,Air
4267732,49884463,china-unionpay,5602221070494326,Air
8333012,14783472,jcb,3541219564699300,Air
9475796,931026,jcb,3578182623967819,Air
1058520,548684198,maestro,6762748916059487,Truck
1425112,49035439,jcb,3553274606263537,Truck
9694939,10424152,jcb,3534886443566626,Truck
8455901,437420344,visa-electron,4026259194655555,Truck
3587806,63941078,diners-club-carte-blanche,30008299039385,Truck
5099232,369871599,jcb,3579417094297273,Truck
6391520,54575415,jcb,3547481570666293,Air
3124965,7812693,americanexpress,337941658263453,Truck
8584937,3630567,jcb,3554522539355617,Truck
5078763,21695223,china-unionpay,56022559904518041,Air
4056813,49967006,mastercard,5206993995559132,Air
7880430,35356765,diners-club-enroute,201584132005638,Air
2479853,49349015,mastercard,5010127021926751,Air
1132279,687889841,diners-club-carte-blanche,30185217529976,Air
3669751,63783403,jcb,3577577247126422,Truck
8019705,551545896,jcb,3545773834947903,Truck
5461753,37808476,mastercard,5100144009414107,Air
2070265,52125051,jcb,3547357262139296,Truck
1816316,41250037,jcb,3539486484666172,Air
4888314,516724050,diners-club-carte-blanche,30243536450018,Truck
1928958,4099789,jcb,3545591823666668,Air
2174714,2681366,jcb,3574761559410656,Air
9570048,11994127,mastercard,5587936526385427,Truck
5320452,45802101,switch,6333287391343710,Truck
1552134,45802245,mastercard,5007664536264737,Truck
6158090,42192353,americanexpress,373709148435873,Air
7401226,55111341,mastercard,5108753320855400,Air
2733836,42507247,instapayment,6382240213864207,Truck
3057421,47682073,jcb,3550225963179628,Air
8335117,54458967,jcb,3549554302917909,Air
7837455,14783434,diners-club-enroute,201418785456618,Air
4259601,545690355,diners-club-us-ca,5553266800030840,Air
8271635,7813136,americanexpress,337941432259421,Air
2051860,595354311,jcb,3532234823975822,Truck
8048407,52686230,visa-electron,4844235773900208,Truck
8527640,369873212,jcb,3537902884687529,Truck
2131741,8690686,instapayment,6370531855645316,Air
9320224,369872194,china-unionpay,5602234868804330401,Truck
2660135,37012845,maestro,58931384373799386,Truck
8636201,548686296,diners-club-carte-blanche,30422939015103,Truck
8748842,54575196,diners-club-carte-blanche,30492241633257,Truck
3544874,10596330,jcb,3531960892976199,Truck
3215148,2686640,diners-club-enroute,201471659082564,Truck
6557485,5912805,jcb,3568695899457175,Truck
8707887,492880588,maestro,501862753083583615,Air
2135855,489512021,americanexpress,374288005564926,Air
4800303,551544179,switch,675978774658081150,Truck
9946930,596670103,mastercard,5007667929223848,Truck
2991923,47682502,diners-club-carte-blanche,30128502764866,Air
6698804,68084860,jcb,3574273950123631,Truck
2375476,16714357,instapayment,6385451617523532,Air
3422002,548686010,bankcard,5602221013497865,Truck
9371447,5362220,jcb,3551157117076286,Truck
1939257,551541391,bankcard,5602225922789239,Air
3301177,49781121,laser,670610710836009809,Air
9813817,27502,jcb,3582172703492105,Truck
6127420,1350525,jcb,3566015968963627,Truck
4128572,51079300,diners-club-enroute,201412991282165,Truck
6231870,548685581,jcb,3564971481290728,Air
6817596,50268453,jcb,3563515996875563,Truck
2113345,76069100,jcb,3587895525657894,Truck
2991937,30142154,jcb,3536801780168041,Air
6379331,1350484,switch,5641826799226214,Air
9719618,369872764,visa-electron,4405975999619014,Truck
7147335,54575943,solo,6767331440544847599,Air
6092616,5913748,jcb,3574026917846953,Truck
3911495,43598316,mastercard,5100144651023776,Air
5889866,620110140,jcb,3572490708993345,Truck
9877323,49884984,mastercard,5243676875905922,Truck
7145292,548685846,jcb,3535171576761529,Truck
7399245,687889107,americanexpress,337941010513116,Truck
3673934,55319504,visa,4041379279508,Air
6330188,930248,visa-electron,4917739185497739,Air
9453385,551543395,bankcard,5602259176205212,Air
9740110,22700134,maestro,5038476411314725374,Truck
4489047,33261150,bankcard,5602218544514010,Air
9533279,620110198,visa,4041373738492960,Air
2703199,575200111,switch,4903668714215930,Truck
8818531,60429131,visa-electron,4917639792422239,Air
9615206,30142198,americanexpress,374288218928553,Air
5693292,5912467,visa-electron,4405990988511874,Truck
8374125,63395201,diners-club-enroute,201448493239279,Truck
2066290,935539,americanexpress,337941544436842,Air
9121651,504369973,maestro,503813822387318766,Truck
2844531,55111565,jcb,3546870783223317,Air
8701810,63187061,jcb,3539994692761347,Air
8724341,9426459,visa-electron,4508024921703673,Air
3245943,1780490,bankcard,5602218486208886,Air
5009272,504366046,china-unionpay,560224762810580108,Truck
6621047,61748200,diners-club-enroute,201924901365948,Air
4138869,548685002,jcb,3548271157373226,Truck
8345464,27437203,diners-club-international,36208796053764,Truck
2408315,10019033,mastercard,5186170388234086,Truck
3895168,52125877,jcb,3577042132735217,Truck
2570116,68462296,instapayment,6383245121425859,Air
1236869,501982826,mastercard,5548664354803190,Truck
8267655,55621007,jcb,3536836819317987,Air
9179017,55728001,jcb,3545187098471197,Air
7229322,780512,diners-club-carte-blanche,30409301410335,Truck
3288971,50563180,americanexpress,342765678134250,Truck
6027151,511413771,jcb,3530952164981164,Truck
6236049,6157667,maestro,6763870680137145481,Truck
3110802,59067001,jcb,3574635116041727,Truck
4751253,21624001,diners-club-carte-blanche,30024407736283,Truck
5971862,64117149,visa-electron,4175003332518732,Air
8554391,55319107,bankcard,5602256992627751,Truck
8370072,75936111,jcb,3534221169334035,Air
6881178,8321072,jcb,3571124323884412,Truck
9478044,59779320,jcb,3549532856422161,Air
3082143,64117211,maestro,501882433957354858,Truck
1941413,46287009,visa,4017956848315434,Truck
9377706,42998402,mastercard,5007664684692705,Air
6649772,59137525,switch,564182048340902349,Air
8685487,489516044,jcb,3546337244622610,Air
7415729,619952371,diners-club-carte-blanche,30584246487125,Air
5441458,12830739,switch,675993943054141857,Air
5353397,5915882,mastercard,5461339751603906,Truck
1173431,369871840,mastercard,5010120436461043,Air
8624055,25021117,jcb,3545436617503158,Truck
4341690,551544989,bankcard,5602258722836033,Air
5621691,437720003,china-unionpay,561031080337202382,Air
4548541,52376036,diners-club-enroute,201989538273260,Air
2369471,545691647,jcb,3587386915896946,Truck
6383554,16590774,maestro,6759477294964975096,Truck
6543301,579552311,switch,4936441148503177,Air
1048522,33261039,diners-club-enroute,201973340250344,Air
9418710,65856216,jcb,3570515958857972,Truck
4151268,55301243,maestro,50200835128615459,Air
3684325,369871963,jcb,3560036322781568,Air
9506790,551543226,diners-club-carte-blanche,30565210388050,Truck
1318890,6032213,jcb,3580252879146222,Truck
1114093,605050166,jcb,3580172577697708,Air
5292014,5483015,maestro,5018213980202684166,Air
1847280,5170725,jcb,3576734977831801,Truck
4882420,687880046,maestro,5018690487820810,Truck
1937401,369873015,jcb,3576733373268774,Air
5402618,68180181,diners-club-carte-blanche,30375193692530,Air
3590142,178565180,visa,4041378095582,Truck
